pair_dir,prompt_a,prompt_b,variant,pixel_mse_to_A_full,pixel_l2_to_A_full,pixel_mse_to_B_full,pixel_l2_to_B_full,lpips_to_A_full,lpips_to_B_full,clip_align_to_prompt_A,clip_align_to_prompt_B,clip_semantic_margin_B_minus_A,b_survival_ratio_mse,a_dominance_ratio_mse
./ab_out/car/pair_04_A_red_vintage_convertible_with__A_rusty_weather-beaten_vintage,A red vintage convertible with a black leather interior drives down a coastal highway at sunset,A rusty weather-beaten vintage convertible with cracked leather interior drives down a coastal highway at sunset,B_from_step5,0.024389946833252907,1522.5184326171875,0.06597118824720383,2490.36181640625,,,0.2931503355503082,0.257107138633728,-0.0360431969165802,0.3697060410957001,2.7048516627867203
./ab_out/car/pair_04_A_red_vintage_convertible_with__A_rusty_weather-beaten_vintage,A red vintage convertible with a black leather interior drives down a coastal highway at sunset,A rusty weather-beaten vintage convertible with cracked leather interior drives down a coastal highway at sunset,B_from_step10,0.012315372005105019,1082.7591552734375,0.06803297996520996,2529.59716796875,,,0.2915363609790802,0.2558380961418152,-0.035698264837265015,0.18102061693318053,5.524232636822392
