pair_dir,prompt_a,prompt_b,variant,pixel_mse_to_A_full,pixel_l2_to_A_full,pixel_mse_to_B_full,pixel_l2_to_B_full,lpips_to_A_full,lpips_to_B_full,clip_align_to_prompt_A,clip_align_to_prompt_B,clip_semantic_margin_B_minus_A,b_survival_ratio_mse,a_dominance_ratio_mse
./ab_out_k27/dancer/pair_06_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_whi,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing white dress dances gracefully in a grassy meadow under the moonlight at midnight,B_from_step2,0.04759622737765312,2131.40087890625,0.24547339975833893,4806.09326171875,,,0.2897527515888214,0.2502651810646057,-0.0394875705242157,0.19389566211455153,5.157412956506528
./ab_out_k27/dancer/pair_06_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_flowing_whi,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a flowing white dress dances gracefully in a grassy meadow under the moonlight at midnight,B_from_step7,0.014403510838747025,1174.0152587890625,0.30704593658447266,5382.23583984375,,,0.2956155836582184,0.2545982599258423,-0.0410173237323761,0.04690995425299959,21.317437118073006
