pair_dir,prompt_a,prompt_b,variant,pixel_mse_to_A_full,pixel_l2_to_A_full,pixel_mse_to_B_full,pixel_l2_to_B_full,lpips_to_A_full,lpips_to_B_full,clip_align_to_prompt_A,clip_align_to_prompt_B,clip_semantic_margin_B_minus_A,b_survival_ratio_mse,a_dominance_ratio_mse
./ab_out_k27/dog/pair_01_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a red collar walks slowly through a snowy pine forest at sunset,B_from_step2,0.10962479561567307,3231.069091796875,0.34157422184944153,5695.3046875,,,0.28101229667663574,0.28578662872314453,0.004774332046508789,0.3209398971096633,3.11584819776491
./ab_out_k27/dog/pair_01_A_fluffy_golden_retriever_wear__A_fluffy_golden_retriever_wear,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A fluffy golden retriever wearing a red collar walks slowly through a snowy pine forest at sunset,B_from_step7,0.029470600187778473,1671.0006103515625,0.4084608554840088,6238.69384765625,,,0.282298743724823,0.1919429451227188,-0.09035579860210419,0.07215036592149586,13.859943566856792
