pair_dir,prompt_a,prompt_b,variant,pixel_mse_to_A_full,pixel_l2_to_A_full,pixel_mse_to_B_full,pixel_l2_to_B_full,lpips_to_A_full,lpips_to_B_full,clip_align_to_prompt_A,clip_align_to_prompt_B,clip_semantic_margin_B_minus_A,b_survival_ratio_mse,a_dominance_ratio_mse
./ab_out/dog/pair_04_A_fluffy_golden_retriever_wear__A_short-haired_golden_retrieve,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A short-haired golden retriever wearing a red collar walks slowly on a sandy beach at sunset,B_from_step5,0.017461184412240982,1284.861083984375,0.02057916484773159,1391.57080078125,,,0.3148585557937622,0.3079788088798523,-0.006879746913909912,0.8484884853899065,1.1785663768206227
./ab_out/dog/pair_04_A_fluffy_golden_retriever_wear__A_short-haired_golden_retrieve,A fluffy golden retriever wearing a red collar walks slowly on a sandy beach at sunset,A short-haired golden retriever wearing a red collar walks slowly on a sandy beach at sunset,B_from_step10,0.007279736455529928,830.4144897460938,0.02830141969025135,1630.8909912109375,,,0.3185630440711975,0.31210097670555115,-0.006462067365646362,0.2572216000187966,3.8876983889647074
