pair_dir,prompt_a,prompt_b,variant,pixel_mse_to_A_full,pixel_l2_to_A_full,pixel_mse_to_B_full,pixel_l2_to_B_full,lpips_to_A_full,lpips_to_B_full,clip_align_to_prompt_A,clip_align_to_prompt_B,clip_semantic_margin_B_minus_A,b_survival_ratio_mse,a_dominance_ratio_mse
./ab_out_k27/dancer/pair_04_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_sequined_gl,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a sequined glittering dress dances gracefully in a sunlit grassy meadow,B_from_step2,0.0434894859790802,2038.9007568359375,0.06742212176322937,2532.69140625,,,0.2714364230632782,0.3032550811767578,0.031818658113479614,0.6450328889352525,1.5503085457404926
./ab_out_k27/dancer/pair_04_A_young_woman_in_a_flowing_whi__A_young_woman_in_a_sequined_gl,A young woman in a flowing white dress dances gracefully in a sunlit grassy meadow,A young woman in a sequined glittering dress dances gracefully in a sunlit grassy meadow,B_from_step7,0.013306545093655586,1129.3505859375,0.07190144807100296,2616.996337890625,,,0.28018641471862793,0.2812599539756775,0.0010735392570495605,0.1850664409500532,5.403464803593892
